"Titre de tracé : 20178177"
"#","Date Heure, GMT-04:00","Temp., °C (LGR S/N: 20178177, SEN S/N: 20178177, LBL: 20178177)","Pile défectueuse (LGR S/N: 20178177)","Coupleur attaché (LGR S/N: 20178177)","Hôte connecté (LGR S/N: 20178177)","Arrêté (LGR S/N: 20178177)","Fin de fichier (LGR S/N: 20178177)"
53,06/29/19 02:00:00 AM,4.934,,,,,
54,06/29/19 04:00:00 AM,4.207,,,,,
55,06/29/19 06:00:00 AM,3.683,,,,,
56,06/29/19 08:00:00 AM,3.472,,,,,
57,06/29/19 10:00:00 AM,3.788,,,,,
58,06/29/19 12:00:00 PM,4.415,,,,,
59,06/29/19 02:00:00 PM,5.141,,,,,
60,06/29/19 04:00:00 PM,5.962,,,,,
61,06/29/19 06:00:00 PM,6.674,,,,,
62,06/29/19 08:00:00 PM,6.573,,,,,
63,06/29/19 10:00:00 PM,6.064,,,,,
64,06/30/19 12:00:00 AM,5.141,,,,,
65,06/30/19 02:00:00 AM,4.311,,,,,
66,06/30/19 04:00:00 AM,3.578,,,,,
67,06/30/19 06:00:00 AM,3.049,,,,,
68,06/30/19 08:00:00 AM,2.943,,,,,
69,06/30/19 10:00:00 AM,3.155,,,,,
70,06/30/19 12:00:00 PM,4.102,,,,,
71,06/30/19 02:00:00 PM,5.450,,,,,
72,06/30/19 04:00:00 PM,6.674,,,,,
73,06/30/19 06:00:00 PM,7.682,,,,,
74,06/30/19 08:00:00 PM,7.882,,,,,
75,06/30/19 10:00:00 PM,7.280,,,,,
76,07/01/19 12:00:00 AM,6.370,,,,,
77,07/01/19 02:00:00 AM,5.450,,,,,
78,07/01/19 04:00:00 AM,4.519,,,,,
79,07/01/19 06:00:00 AM,3.893,,,,,
80,07/01/19 08:00:00 AM,3.683,,,,,
81,07/01/19 10:00:00 AM,3.893,,,,,
82,07/01/19 12:00:00 PM,4.831,,,,,
83,07/01/19 02:00:00 PM,5.860,,,,,
84,07/01/19 04:00:00 PM,6.674,,,,,
85,07/01/19 06:00:00 PM,7.280,,,,,
86,07/01/19 08:00:00 PM,7.079,,,,,
87,07/01/19 10:00:00 PM,6.471,,,,,
88,07/02/19 12:00:00 AM,5.655,,,,,
89,07/02/19 02:00:00 AM,4.934,,,,,
90,07/02/19 04:00:00 AM,4.311,,,,,
91,07/02/19 06:00:00 AM,3.893,,,,,
92,07/02/19 08:00:00 AM,3.788,,,,,
93,07/02/19 10:00:00 AM,3.998,,,,,
94,07/02/19 12:00:00 PM,4.623,,,,,
95,07/02/19 02:00:00 PM,5.450,,,,,
96,07/02/19 04:00:00 PM,6.573,,,,,
97,07/02/19 06:00:00 PM,7.280,,,,,
98,07/02/19 08:00:00 PM,7.381,,,,,
99,07/02/19 10:00:00 PM,6.877,,,,,
100,07/03/19 12:00:00 AM,6.166,,,,,
101,07/03/19 02:00:00 AM,5.141,,,,,
102,07/03/19 04:00:00 AM,4.311,,,,,
103,07/03/19 06:00:00 AM,3.683,,,,,
104,07/03/19 08:00:00 AM,3.472,,,,,
105,07/03/19 10:00:00 AM,3.683,,,,,
106,07/03/19 12:00:00 PM,4.519,,,,,
107,07/03/19 02:00:00 PM,5.450,,,,,
108,07/03/19 04:00:00 PM,6.471,,,,,
109,07/03/19 06:00:00 PM,7.381,,,,,
110,07/03/19 08:00:00 PM,7.682,,,,,
111,07/03/19 10:00:00 PM,7.179,,,,,
112,07/04/19 12:00:00 AM,6.370,,,,,
113,07/04/19 02:00:00 AM,5.347,,,,,
114,07/04/19 04:00:00 AM,4.519,,,,,
115,07/04/19 06:00:00 AM,3.998,,,,,
116,07/04/19 08:00:00 AM,3.683,,,,,
117,07/04/19 10:00:00 AM,3.893,,,,,
118,07/04/19 12:00:00 PM,4.623,,,,,
119,07/04/19 02:00:00 PM,5.552,,,,,
120,07/04/19 04:00:00 PM,6.573,,,,,
121,07/04/19 06:00:00 PM,6.978,,,,,
122,07/04/19 08:00:00 PM,6.978,,,,,
123,07/04/19 10:00:00 PM,6.370,,,,,
124,07/05/19 12:00:00 AM,5.552,,,,,
125,07/05/19 02:00:00 AM,4.623,,,,,
126,07/05/19 04:00:00 AM,3.998,,,,,
127,07/05/19 06:00:00 AM,3.578,,,,,
128,07/05/19 08:00:00 AM,3.367,,,,,
129,07/05/19 10:00:00 AM,3.683,,,,,
130,07/05/19 12:00:00 PM,4.311,,,,,
131,07/05/19 02:00:00 PM,5.141,,,,,
132,07/05/19 04:00:00 PM,6.166,,,,,
133,07/05/19 06:00:00 PM,6.775,,,,,
134,07/05/19 08:00:00 PM,6.674,,,,,
135,07/05/19 10:00:00 PM,6.166,,,,,
136,07/06/19 12:00:00 AM,5.450,,,,,
137,07/06/19 02:00:00 AM,4.519,,,,,
138,07/06/19 04:00:00 AM,3.788,,,,,
139,07/06/19 06:00:00 AM,3.261,,,,,
140,07/06/19 08:00:00 AM,3.261,Enregistré,,,,
141,07/06/19 10:00:00 AM,3.367,,,,,
142,07/06/19 12:00:00 PM,3.998,,,,,
143,07/06/19 02:00:00 PM,4.831,,,,,
144,07/06/19 04:00:00 PM,5.757,,,,,
145,07/06/19 06:00:00 PM,6.370,,,,,
146,07/06/19 08:00:00 PM,6.268,,,,,
147,07/06/19 10:00:00 PM,5.860,,,,,
148,07/07/19 12:00:00 AM,5.244,,,,,
149,07/07/19 02:00:00 AM,4.623,,,,,
150,07/07/19 04:00:00 AM,3.998,,,,,
151,07/07/19 06:00:00 AM,3.683,,,,,
152,07/07/19 08:00:00 AM,3.683,,,,,
153,07/07/19 10:00:00 AM,3.893,,,,,
154,07/07/19 12:00:00 PM,4.102,,,,,
155,07/07/19 02:00:00 PM,4.727,,,,,
156,07/07/19 04:00:00 PM,5.450,,,,,
157,07/07/19 06:00:00 PM,6.064,,,,,
158,07/07/19 08:00:00 PM,5.962,,,,,
159,07/07/19 10:00:00 PM,5.655,,,,,
160,07/08/19 12:00:00 AM,5.244,,,,,
161,07/08/19 02:00:00 AM,4.727,,,,,
162,07/08/19 04:00:00 AM,4.102,,,,,
163,07/08/19 06:00:00 AM,3.998,,,,,
164,07/08/19 08:00:00 AM,4.102,,,,,
165,07/08/19 10:00:00 AM,4.311,,,,,
166,07/08/19 12:00:00 PM,4.519,,,,,
167,07/08/19 02:00:00 PM,4.727,,,,,
168,07/08/19 04:00:00 PM,4.934,,,,,
169,07/08/19 06:00:00 PM,5.141,,,,,
170,07/08/19 08:00:00 PM,5.141,,,,,
171,07/08/19 10:00:00 PM,5.141,,,,,
172,07/09/19 12:00:00 AM,4.934,,,,,
173,07/09/19 02:00:00 AM,4.727,,,,,
174,07/09/19 04:00:00 AM,4.102,,,,,
175,07/09/19 06:00:00 AM,3.683,,,,,
176,07/09/19 08:00:00 AM,3.788,,,,,
177,07/09/19 10:00:00 AM,4.415,,,,,
178,07/09/19 12:00:00 PM,5.244,,,,,
179,07/09/19 02:00:00 PM,6.268,,,,,
180,07/09/19 04:00:00 PM,7.179,,,,,
181,07/09/19 06:00:00 PM,8.481,,,,,
182,07/09/19 08:00:00 PM,8.282,,,,,
183,07/09/19 10:00:00 PM,7.682,,,,,
184,07/10/19 12:00:00 AM,6.978,,,,,
185,07/10/19 02:00:00 AM,6.166,,,,,
186,07/10/19 04:00:00 AM,5.450,,,,,
187,07/10/19 06:00:00 AM,5.141,,,,,
188,07/10/19 08:00:00 AM,5.244,,,,,
189,07/10/19 10:00:00 AM,5.552,,,,,
190,07/10/19 12:00:00 PM,5.552,,,,,
191,07/10/19 02:00:00 PM,5.552,,,,,
192,07/10/19 04:00:00 PM,5.757,,,,,
193,07/10/19 06:00:00 PM,6.166,,,,,
194,07/10/19 08:00:00 PM,5.962,,,,,
195,07/10/19 10:00:00 PM,5.450,,,,,
196,07/11/19 12:00:00 AM,4.934,,,,,
197,07/11/19 02:00:00 AM,4.623,,,,,
198,07/11/19 04:00:00 AM,4.311,,,,,
199,07/11/19 06:00:00 AM,3.998,,,,,
200,07/11/19 08:00:00 AM,3.788,,,,,
201,07/11/19 10:00:00 AM,3.788,,,,,
202,07/11/19 12:00:00 PM,3.788,,,,,
203,07/11/19 02:00:00 PM,4.102,,,,,
204,07/11/19 04:00:00 PM,4.519,,,,,
205,07/11/19 06:00:00 PM,4.415,,,,,
206,07/11/19 08:00:00 PM,4.311,,,,,
207,07/11/19 10:00:00 PM,4.102,,,,,
208,07/12/19 12:00:00 AM,3.998,,,,,
209,07/12/19 02:00:00 AM,3.788,,,,,
210,07/12/19 04:00:00 AM,3.578,,,,,
211,07/12/19 06:00:00 AM,3.578,,,,,
212,07/12/19 08:00:00 AM,3.472,,,,,
213,07/12/19 10:00:00 AM,3.788,,,,,
214,07/12/19 12:00:00 PM,4.102,,,,,
215,07/12/19 02:00:00 PM,4.311,,,,,
216,07/12/19 04:00:00 PM,4.311,,,,,
217,07/12/19 06:00:00 PM,4.415,,,,,
218,07/12/19 08:00:00 PM,4.207,,,,,
219,07/12/19 10:00:00 PM,3.998,,,,,
220,07/13/19 12:00:00 AM,3.788,,,,,
221,07/13/19 02:00:00 AM,3.472,,,,,
222,07/13/19 04:00:00 AM,3.367,,,,,
223,07/13/19 06:00:00 AM,3.261,,,,,
224,07/13/19 08:00:00 AM,3.155,,,,,
225,07/13/19 10:00:00 AM,3.367,,,,,
226,07/13/19 12:00:00 PM,3.578,,,,,
227,07/13/19 02:00:00 PM,3.893,,,,,
228,07/13/19 04:00:00 PM,4.623,,,,,
229,07/13/19 06:00:00 PM,5.037,,,,,
230,07/13/19 08:00:00 PM,5.141,,,,,
231,07/13/19 10:00:00 PM,4.727,,,,,
232,07/14/19 12:00:00 AM,4.311,,,,,
233,07/14/19 02:00:00 AM,3.893,,,,,
234,07/14/19 04:00:00 AM,3.683,,,,,
235,07/14/19 06:00:00 AM,3.472,,,,,
236,07/14/19 08:00:00 AM,3.683,,,,,
237,07/14/19 10:00:00 AM,3.998,,,,,
238,07/14/19 12:00:00 PM,4.415,,,,,
239,07/14/19 02:00:00 PM,4.727,,,,,
240,07/14/19 04:00:00 PM,4.934,,,,,
241,07/14/19 06:00:00 PM,5.450,,,,,
242,07/14/19 08:00:00 PM,5.552,,,,,
243,07/14/19 10:00:00 PM,5.450,,,,,
244,07/15/19 12:00:00 AM,5.244,,,,,
245,07/15/19 02:00:00 AM,4.831,,,,,
246,07/15/19 04:00:00 AM,4.519,,,,,
247,07/15/19 06:00:00 AM,4.311,,,,,
248,07/15/19 08:00:00 AM,4.311,,,,,
249,07/15/19 10:00:00 AM,4.519,,,,,
250,07/15/19 12:00:00 PM,4.831,,,,,
251,07/15/19 02:00:00 PM,5.757,,,,,
252,07/15/19 04:00:00 PM,6.268,,,,,
253,07/15/19 06:00:00 PM,6.370,,,,,
254,07/15/19 08:00:00 PM,6.166,,,,,
255,07/15/19 10:00:00 PM,5.757,,,,,
256,07/16/19 12:00:00 AM,5.347,,,,,
257,07/16/19 02:00:00 AM,4.831,,,,,
258,07/16/19 04:00:00 AM,4.415,,,,,
259,07/16/19 06:00:00 AM,4.311,,,,,
260,07/16/19 08:00:00 AM,4.415,,,,,
261,07/16/19 10:00:00 AM,4.623,,,,,
262,07/16/19 12:00:00 PM,5.141,,,,,
263,07/16/19 02:00:00 PM,6.268,,,,,
264,07/16/19 04:00:00 PM,6.877,,,,,
265,07/16/19 06:00:00 PM,6.978,,,,,
266,07/16/19 08:00:00 PM,6.573,,,,,
267,07/16/19 10:00:00 PM,6.268,,,,,
268,07/17/19 12:00:00 AM,5.450,,,,,
269,07/17/19 02:00:00 AM,4.934,,,,,
270,07/17/19 04:00:00 AM,4.519,,,,,
271,07/17/19 06:00:00 AM,4.207,,,,,
272,07/17/19 08:00:00 AM,4.102,,,,,
273,07/17/19 10:00:00 AM,4.102,,,,,
274,07/17/19 12:00:00 PM,4.102,,,,,
275,07/17/19 02:00:00 PM,4.102,,,,,
276,07/17/19 04:00:00 PM,4.311,,,,,
277,07/17/19 06:00:00 PM,5.037,,,,,
278,07/17/19 08:00:00 PM,5.860,,,,,
279,07/17/19 10:00:00 PM,5.655,,,,,
280,07/18/19 12:00:00 AM,5.037,,,,,
281,07/18/19 02:00:00 AM,4.519,,,,,
282,07/18/19 04:00:00 AM,4.102,,,,,
283,07/18/19 06:00:00 AM,3.893,,,,,
284,07/18/19 08:00:00 AM,3.788,,,,,
285,07/18/19 10:00:00 AM,3.788,,,,,
286,07/18/19 12:00:00 PM,3.683,,,,,
287,07/18/19 02:00:00 PM,3.788,,,,,
288,07/18/19 04:00:00 PM,3.998,,,,,
289,07/18/19 06:00:00 PM,4.102,,,,,
290,07/18/19 08:00:00 PM,4.207,,,,,
291,07/18/19 10:00:00 PM,3.893,,,,,
292,07/19/19 12:00:00 AM,3.578,,,,,
293,07/19/19 02:00:00 AM,3.367,,,,,
294,07/19/19 04:00:00 AM,3.049,,,,,
295,07/19/19 06:00:00 AM,3.049,,,,,
296,07/19/19 08:00:00 AM,3.261,,,,,
297,07/19/19 10:00:00 AM,3.683,,,,,
298,07/19/19 12:00:00 PM,4.519,,,,,
299,07/19/19 02:00:00 PM,5.244,,,,,
300,07/19/19 04:00:00 PM,5.757,,,,,
301,07/19/19 06:00:00 PM,6.064,,,,,
302,07/19/19 08:00:00 PM,6.573,,,,,
303,07/19/19 10:00:00 PM,6.064,,,,,
304,07/20/19 12:00:00 AM,5.450,,,,,
305,07/20/19 02:00:00 AM,4.934,,,,,
306,07/20/19 04:00:00 AM,4.415,,,,,
307,07/20/19 06:00:00 AM,4.102,,,,,
308,07/20/19 08:00:00 AM,4.102,,,,,
309,07/20/19 10:00:00 AM,4.415,,,,,
310,07/20/19 12:00:00 PM,5.141,,,,,
311,07/20/19 02:00:00 PM,5.552,,,,,
312,07/20/19 04:00:00 PM,6.268,,,,,
313,07/20/19 06:00:00 PM,6.471,,,,,
314,07/20/19 08:00:00 PM,6.268,,,,,
315,07/20/19 10:00:00 PM,5.962,,,,,
316,07/21/19 12:00:00 AM,5.552,,,,,
317,07/21/19 02:00:00 AM,4.934,,,,,
318,07/21/19 04:00:00 AM,4.415,,,,,
319,07/21/19 06:00:00 AM,4.311,,,,,
320,07/21/19 08:00:00 AM,4.207,,,,,
321,07/21/19 10:00:00 AM,4.831,,,,,
322,07/21/19 12:00:00 PM,5.757,,,,,
323,07/21/19 02:00:00 PM,6.978,,,,,
324,07/21/19 04:00:00 PM,8.282,,,,,
325,07/21/19 06:00:00 PM,8.680,,,,,
326,07/21/19 08:00:00 PM,8.282,,,,,
327,07/21/19 10:00:00 PM,7.782,,,,,
328,07/22/19 12:00:00 AM,7.179,,,,,
329,07/22/19 02:00:00 AM,6.370,,,,,
330,07/22/19 04:00:00 AM,5.655,,,,,
331,07/22/19 06:00:00 AM,5.244,,,,,
332,07/22/19 08:00:00 AM,5.037,,,,,
333,07/22/19 10:00:00 AM,5.552,,,,,
334,07/22/19 12:00:00 PM,6.471,,,,,
335,07/22/19 02:00:00 PM,7.481,,,,,
336,07/22/19 04:00:00 PM,8.382,,,,,
337,07/22/19 06:00:00 PM,8.581,,,,,
338,07/22/19 08:00:00 PM,8.282,,,,,
339,07/22/19 10:00:00 PM,7.782,,,,,
340,07/23/19 12:00:00 AM,6.877,,,,,
341,07/23/19 02:00:00 AM,6.064,,,,,
342,07/23/19 04:00:00 AM,5.347,,,,,
343,07/23/19 06:00:00 AM,4.727,,,,,
344,07/23/19 08:00:00 AM,4.311,,,,,
345,07/23/19 10:00:00 AM,4.207,,,,,
346,07/23/19 12:00:00 PM,3.998,,,,,
347,07/23/19 02:00:00 PM,3.893,,,,,
348,07/23/19 04:00:00 PM,3.788,,,,,
349,07/23/19 06:00:00 PM,3.683,,,,,
350,07/23/19 08:00:00 PM,3.367,,,,,
351,07/23/19 10:00:00 PM,2.943,,,,,
352,07/24/19 12:00:00 AM,2.837,,,,,
353,07/24/19 02:00:00 AM,2.624,,,,,
354,07/24/19 04:00:00 AM,2.517,,,,,
355,07/24/19 06:00:00 AM,2.410,,,,,
356,07/24/19 08:00:00 AM,2.517,,,,,
357,07/24/19 10:00:00 AM,3.155,,,,,
358,07/24/19 12:00:00 PM,4.207,,,,,
359,07/24/19 02:00:00 PM,12.304,,,,,
360,07/24/19 04:00:00 PM,17.094,,,,,
361,07/24/19 06:00:00 PM,17.284,,,,,
362,07/24/19 08:00:00 PM,17.855,,,,,
363,07/24/19 10:00:00 PM,20.329,,,,,
364,07/25/19 12:00:00 AM,21.473,,,,,
365,07/25/19 02:00:00 AM,18.426,,,,,
366,07/25/19 04:00:00 AM,15.760,,,,,
367,07/25/19 06:00:00 AM,13.942,,,,,
368,07/25/19 08:00:00 AM,13.846,,,,,
369,07/25/19 10:00:00 AM,17.094,,,,,
370,07/25/19 12:00:00 PM,17.855,,,,,
371,07/25/19 02:00:00 PM,18.711,,,,,
372,07/25/19 04:00:00 PM,18.711,,,,,
373,07/25/19 06:00:00 PM,19.377,,,,,
374,07/25/19 08:00:00 PM,20.043,,,,,
375,07/25/19 10:00:00 PM,20.424,,,,,
376,07/26/19 12:00:00 AM,20.234,,,,,
377,07/26/19 02:00:00 AM,17.760,,,,,
378,07/26/19 04:00:00 AM,15.473,,,,,
379,07/26/19 06:00:00 AM,14.038,,,,,
380,07/26/19 08:00:00 AM,13.558,,,,,
381,07/26/19 10:00:00 AM,15.187,,,,,
382,07/26/19 12:00:00 PM,15.569,,,,,
383,07/26/19 02:00:00 PM,16.046,,,,,
384,07/26/19 04:00:00 PM,16.427,,,,,
385,07/26/19 06:00:00 PM,17.475,,,,,
386,07/26/19 08:00:00 PM,17.665,,,,,
387,07/26/19 10:00:00 PM,17.855,,,,,
388,07/27/19 12:00:00 AM,16.713,,,,,
389,07/27/19 02:00:00 AM,15.855,,,,,
390,07/27/19 04:00:00 AM,13.846,,,,,
391,07/27/19 06:00:00 AM,12.110,,,,,
392,07/27/19 08:00:00 AM,11.431,,,,,
393,07/27/19 10:00:00 AM,12.787,,,,,
394,07/27/19 12:00:00 PM,15.951,,,,,
395,07/27/19 02:00:00 PM,18.045,,,,,
396,07/27/19 04:00:00 PM,19.472,,,,,
397,07/27/19 06:00:00 PM,20.996,,,,,
398,07/27/19 07:36:51 PM,,,Enregistré,,,
399,07/27/19 07:36:55 PM,,,,Enregistré,,
400,07/27/19 07:37:04 PM,,,,,Enregistré,Enregistré
